コード,ランキング,都道府県,市区町村,人口,男,女
235016,604,愛知県,額田郡幸田町,42296,21501,20795
235610,1498,愛知県,北設楽郡設楽町,4188,2029,2159
235628,1590,愛知県,北設楽郡東栄町,2774,1353,1421
235636,1708,愛知県,北設楽郡豊根村,963,469,494
242012,91,三重県,津市,271000,131854,139146
242021,80,三重県,四日市市,307825,154683,153142
242039,224,三重県,伊勢市,120306,57066,63240
242047,172,三重県,松阪市,157316,75751,81565
242055,202,三重県,桑名市,138963,68825,70138
242071,135,三重県,鈴鹿市,195589,97759,97830
242080,366,三重県,名張市,75248,36257,38991
242098,1011,三重県,尾鷲市,15877,7331,8546
242101,527,三重県,亀山市,49313,25024,24289
242110,988,三重県,鳥羽市,16842,7975,8867
242128,1029,三重県,熊野市,15299,7074,8225
242144,576,三重県,いなべ市,44697,23005,21692
242152,571,三重県,志摩市,45114,21044,24070
242161,320,三重県,伊賀市,85989,42329,43660
243035,1398,三重県,桑名郡木曽岬町,5939,3082,2857
243248,823,三重県,員弁郡東員町,25838,12726,13112
243418,616,三重県,三重郡菰野町,41056,20380,20676
243434,1160,三重県,三重郡朝日町,11065,5503,5562
243442,1018,三重県,三重郡川越町,15643,8061,7582
244414,1082,三重県,多気郡多気町,13817,6645,7172
244422,871,三重県,多気郡明和町,22867,10998,11869
244431,1263,三重県,多気郡大台町,8411,3989,4422
244619,1037,三重県,度会郡玉城町,15107,7301,7806
244708,1293,三重県,度会郡度会町,7708,3745,3963
244716,1304,三重県,度会郡大紀町,7395,3521,3874
244724,1169,三重県,度会郡南伊勢町,10926,5105,5821
245437,1071,三重県,北牟婁郡紀北町,14131,6647,7484
245615,1287,三重県,南牟婁郡御浜町,7938,3735,4203
245623,1192,三重県,南牟婁郡紀宝町,10308,4846,5462
252018,71,滋賀県,大津市,343916,165604,178312
252026,258,滋賀県,彦根市,111118,55480,55638
252034,245,滋賀県,長浜市,113940,55753,58187
252042,338,滋賀県,近江八幡市,81875,40249,41626
252069,199,滋賀県,草津市,139939,70230,69709
252077,321,滋賀県,守山市,85856,42268,43588
252085,395,滋賀県,栗東市,70469,35083,35386
252093,312,滋賀県,甲賀市,88493,44456,44037
252107,512,滋賀県,野洲市,50711,25427,25284
252115,490,滋賀県,湖南市,54382,28278,26104
252123,568,滋賀県,高島市,45783,22393,23390
252131,254,滋賀県,東近江市,112064,56055,56009
252140,652,滋賀県,米原市,37375,18226,19149
253839,909,滋賀県,蒲生郡日野町,20861,10521,10340
253847,1150,滋賀県,蒲生郡竜王町,11433,5904,5529
254258,903,滋賀県,愛知郡愛荘町,21194,10631,10563
254410,1316,滋賀県,犬上郡豊郷町,7196,3542,3654
254428,1355,滋賀県,犬上郡甲良町,6511,3162,3349
254436,1303,滋賀県,犬上郡多賀町,7418,3617,3801
261009,8,京都府,京都市,1379529,652979,726550
262013,365,京都府,福知山市,75385,37445,37940
262021,353,京都府,舞鶴市,76732,38155,38577
262030,733,京都府,綾部市,31526,15160,16366
262048,151,京都府,宇治市,180943,87119,93824
262056,1000,京都府,宮津市,16325,7743,8582
262064,316,京都府,亀岡市,86765,42215,44550
262072,373,京都府,城陽市,74031,35653,38378
262081,475,京都府,向日市,56571,27145,29426
262099,334,京都府,長岡京市,82308,39841,42467
262102,399,京都府,八幡市,69219,33647,35572
262111,387,京都府,京田辺市,71865,35085,36780
262129,510,京都府,京丹後市,51031,24541,26490
262137,756,京都府,南丹市,30123,14634,15489
262145,341,京都府,木津川市,79828,38490,41338
263036,992,京都府,乙訓郡大山崎町,16651,8029,8622
263222,1026,京都府,久世郡久御山町,15387,7658,7729
263435,1326,京都府,綴喜郡井手町,6989,3420,3569
263443,1247,京都府,綴喜郡宇治田原町,8829,4460,4369
263648,1701,京都府,相楽郡笠置町,1116,537,579
263656,1540,京都府,相楽郡和束町,3499,1660,1839
263664,658,京都府,相楽郡精華町,36543,17561,18982
263672,1618,京都府,相楽郡南山城村,2447,1163,1284
264075,1117,京都府,船井郡京丹波町,12742,6095,6647
264636,1653,京都府,与謝郡伊根町,1914,938,976
264652,922,京都府,与謝郡与謝野町,19777,9492,10285
271004,2,大阪府,大阪市,2757642,1335043,1422599
271403,15,大阪府,堺市,817041,391137,425904
272027,140,大阪府,岸和田市,188002,90127,97875
272035,52,大阪府,豊中市,406836,193056,213780
272043,276,大阪府,池田市,102969,48999,53970
272051,60,大阪府,吹田市,382681,182436,200245
272060,380,大阪府,泉大津市,73145,34869,38276
272078,70,大阪府,高槻市,346972,165202,181770
272086,332,大阪府,貝塚市,82500,39776,42724
272094,195,大阪府,守口市,141243,68413,72830
272108,57,大阪府,枚方市,394221,188659,205562
272116,87,大阪府,茨木市,285715,137608,148107
272124,97,大阪府,八尾市,260752,124336,136416
272132,284,大阪府,泉佐野市,99037,47490,51547
272141,263,大阪府,富田林市,107342,50627,56715
272159,121,大阪府,寝屋川市,225735,108703,117032
272167,283,大阪府,河内長野市,99226,46702,52524
272175,232,大阪府,松原市,116669,56084,60585
272183,234,大阪府,大東市,116376,56603,59773
272191,149,大阪府,和泉市,182841,88343,94498
272205,201,大阪府,箕面市,139318,66691,72627
272213,411,大阪府,柏原市,66952,32175,34777
272221,261,大阪府,羽曳野市,108213,51433,56780
272230,231,大阪府,門真市,117139,57583,59556
272248,318,大阪府,摂津市,86351,42604,43747
272256,477,大阪府,高石市,56481,26836,29645
272264,427,大阪府,藤井寺市,62700,29813,32887
272272,39,大阪府,東大阪市,478539,232698,245841
272281,456,大阪府,泉南市,58789,28320,30469
272299,491,大阪府,四條畷市,54355,26438,27917
272302,352,大阪府,交野市,77272,37159,40113
272311,463,大阪府,大阪狭山市,58031,27277,30754
272329,511,大阪府,阪南市,50788,24207,26581
273015,728,大阪府,三島郡島本町,31681,14938,16743
273210,957,大阪府,豊能郡豊能町,18183,8659,9524
273228,1235,大阪府,豊能郡能勢町,9125,4430,4695
273414,993,大阪府,泉北郡忠岡町,16573,7998,8575
273619,600,大阪府,泉南郡熊取町,42854,20715,22139
273627,1259,大阪府,泉南郡田尻町,8493,4238,4255
273660,1055,大阪府,泉南郡岬町,14516,6791,7725
273813,1114,大阪府,南河内郡太子町,12813,6278,6535
273821,1045,大阪府,南河内郡河南町,14815,7249,7566
273830,1458,大阪府,南河内郡千早赤阪村,4782,2249,2533
281000,7,兵庫県,神戸市,1500425,710051,790374
282014,33,兵庫県,姫路市,525884,255146,270738
282022,44,兵庫県,尼崎市,458046,222279,235767
282031,82,兵庫県,明石市,306760,147876,158884
282049,38,兵庫県,西宮市,482594,227322,255272
282057,613,兵庫県,洲本市,41339,19724,21615
282065,296,兵庫県,芦屋市,94780,42768,52012
282073,132,兵庫県,伊丹市,201383,97421,103962
282081,799,兵庫県,相生市,27468,13290,14178
282090,355,兵庫県,豊岡市,76574,36864,39710
282103,99,兵庫県,加古川市,258691,126683,132008
282120,574,兵庫県,赤穂市,44816,21657,23159
282138,643,兵庫県,西脇市,38185,18352,19833
282146,119,兵庫県,宝塚市,228934,106052,122882
282154,374,兵庫県,三木市,74028,35741,38287
282162,315,兵庫県,高砂市,87360,42390,44970
282171,175,兵庫県,川西市,154071,72641,81430
282189,551,兵庫県,小野市,47166,23121,24045
282197,264,兵庫県,三田市,107208,51863,55345
282201,608,兵庫県,加西市,41944,20594,21350
282219,630,兵庫県,丹波篠山市,39647,18984,20663
282227,895,兵庫県,養父市,21489,10315,11174
282235,444,兵庫県,丹波市,60897,29399,31498
282243,577,兵庫県,南あわじ市,44469,21430,23039
282251,781,兵庫県,朝来市,28239,13582,14657
282260,607,兵庫県,淡路市,41969,20097,21872
282278,682,兵庫県,宍粟市,34572,16599,17973
282286,629,兵庫県,加東市,39681,19635,20046
282294,378,兵庫県,たつの市,73201,35526,37675
283011,771,兵庫県,川辺郡猪名川町,29100,13871,15229
283657,938,兵庫県,多可郡多可町,18966,9262,9704
283819,746,兵庫県,加古郡稲美町,30599,15070,15529
283827,678,兵庫県,加古郡播磨町,34916,17101,17815
284424,1173,兵庫県,神崎郡市川町,10897,5315,5582
284432,943,兵庫県,神崎郡福崎町,18767,9035,9732
284467,1188,兵庫県,神崎郡神河町,10391,4952,5439
284645,690,兵庫県,揖保郡太子町,33577,16467,17110
284815,1078,兵庫県,赤穂郡上郡町,13913,6798,7115
285013,1036,兵庫県,佐用郡佐用町,15166,7306,7860
285854,1016,兵庫県,美方郡香美町,15657,7445,8212
285862,1101,兵庫県,美方郡新温泉町,13094,6275,6819
292010,68,奈良県,奈良市,349385,163203,186182
292028,431,奈良県,大和高田市,62413,29346,33067
292036,331,奈良県,大和郡山市,83255,39395,43860
292044,439,奈良県,天理市,61328,29970,31358
292052,225,奈良県,橿原市,119250,56588,62662
292061,485,奈良県,桜井市,54878,25976,28902
292079,798,奈良県,五條市,27477,13128,14349
292087,859,奈良県,御所市,23677,11108,12569
292095,229,奈良県,生駒市,117332,55752,61580
292109,345,奈良県,香芝市,78585,37535,41050
292117,645,奈良県,葛城市,37905,18218,19687
292125,800,奈良県,宇陀市,27346,13111,14235
293229,1558,奈良県,山辺郡山添村,3130,1500,1630
293423,954,奈良県,生駒郡平群町,18319,8641,9678
293431,877,奈良県,生駒郡三郷町,22479,10747,11732
293440,783,奈良県,生駒郡斑鳩町,28134,13347,14787
293458,1321,奈良県,生駒郡安堵町,7056,3342,3714
293610,1274,奈良県,磯城郡川西町,8094,3939,4155
293628,1356,奈良県,磯城郡三宅町,6502,3101,3401
293636,731,奈良県,磯城郡田原本町,31570,15151,16419
293857,1688,奈良県,宇陀郡曽爾村,1296,596,700
293865,1681,奈良県,宇陀郡御杖村,1412,668,744
294012,1377,奈良県,高市郡高取町,6187,2940,3247
294021,1437,奈良県,高市郡明日香村,5168,2498,2670
294241,900,奈良県,北葛城郡上牧町,21367,10153,11214
294250,855,奈良県,北葛城郡王寺町,23858,11285,12573
294268,674,奈良県,北葛城郡広陵町,35159,16898,18261
294276,990,奈良県,北葛城郡河合町,16818,7831,8987
294411,1388,奈良県,吉野郡吉野町,6036,2780,3256
294420,1005,奈良県,吉野郡大淀町,16147,7728,8419
294438,1475,奈良県,吉野郡下市町,4595,2161,2434
294446,1726,奈良県,吉野郡黒滝村,612,296,316
294462,1695,奈良県,吉野郡天川村,1231,597,634
294471,1737,奈良県,吉野郡野迫川村,334,165,169
294497,1579,奈良県,吉野郡十津川村,2850,1439,1411
294501,1716,奈良県,吉野郡下北山村,811,375,436
294519,1732,奈良県,吉野郡上北山村,440,229,211
294527,1694,奈良県,吉野郡川上村,1233,591,642
294535,1672,奈良県,吉野郡東吉野村,1538,720,818
302015,66,和歌山県,和歌山市,356472,168812,187660
302023,552,和歌山県,海南市,47158,22030,25128
302031,451,和歌山県,橋本市,59475,28131,31344
302040,828,和歌山県,有田市,25721,12242,13479
302058,894,和歌山県,御坊市,21540,10260,11280
302066,406,和歌山県,田辺市,68448,32165,36283
302074,815,和歌山県,新宮市,26333,12249,14084
302082,450,和歌山県,紀の川市,59578,28359,31219
302091,494,和歌山県,岩出市,54059,26058,28001
303046,1288,和歌山県,海草郡紀美野町,7912,3675,4237
303411,1019,和歌山県,伊都郡かつらぎ町,15625,7388,8237
303437,1517,和歌山県,伊都郡九度山町,3888,1772,2116
303445,1598,和歌山県,伊都郡高野町,2676,1307,1369
303615,1167,和歌山県,有田郡湯浅町,10944,5142,5802
303623,1352,和歌山県,有田郡広川町,6545,3130,3415
303666,833,和歌山県,有田郡有田川町,25412,12051,13361
303810,1360,和歌山県,日高郡美浜町,6452,3020,3432
303828,1283,和歌山県,日高郡日高町,7986,3840,4146
303836,1436,和歌山県,日高郡由良町,5183,2554,2629
303909,1290,和歌山県,日高郡印南町,7757,3684,4073
303917,1139,和歌山県,日高郡みなべ町,11767,5599,6168
303925,1233,和歌山県,日高郡日高川町,9202,4443,4759
304018,915,和歌山県,西牟婁郡白浜町,20161,9557,10604
304042,1013,和歌山県,西牟婁郡上富田町,15720,7520,8200
304069,1529,和歌山県,西牟婁郡すさみ町,3607,1739,1868
304212,1083,和歌山県,東牟婁郡那智勝浦町,13778,6454,7324
304221,1580,和歌山県,東牟婁郡太地町,2844,1277,1567
304247,1622,和歌山県,東牟婁郡古座川町,2363,1106,1257
304271,1733,和歌山県,東牟婁郡北山村,394,182,212
304280,1064,和歌山県,東牟婁郡串本町,14297,6768,7529
312011,150,鳥取県,鳥取市,181203,87536,93667
312029,186,鳥取県,米子市,145163,69283,75880
312037,582,鳥取県,倉吉市,44212,20991,23221
312045,711,鳥取県,境港市,32696,15760,16936
313025,1172,鳥取県,岩美郡岩美町,10903,5282,5621
313254,1591,鳥取県,八頭郡若桜町,2766,1331,1435
313289,1373,鳥取県,八頭郡智頭町,6257,2907,3350
313297,1012,鳥取県,八頭郡八頭町,15748,7561,8187
313645,1399,鳥取県,東伯郡三朝町,5936,2870,3066
313700,999,鳥取県,東伯郡湯梨浜町,16334,7830,8504
313718,1004,鳥取県,東伯郡琴浦町,16165,7674,8491
313726,1062,鳥取県,東伯郡北栄町,14327,6900,7427
313840,1528,鳥取県,西伯郡日吉津村,3620,1712,1908
313866,1040,鳥取県,西伯郡大山町,15048,7269,7779
313891,1195,鳥取県,西伯郡南部町,10272,4929,5343
313904,1194,鳥取県,西伯郡伯耆町,10297,4939,5358
314013,1511,鳥取県,日野郡日南町,3998,1896,2102
314021,1594,鳥取県,日野郡日野町,2742,1256,1486
314030,1608,鳥取県,日野郡江府町,2520,1172,1348
322016,134,島根県,松江市,196021,94300,101721
322024,520,島根県,浜田市,49678,23869,25809
322032,155,島根県,出雲市,172607,83871,88736
322041,589,島根県,益田市,43708,20678,23030
322059,714,島根県,大田市,32195,15482,16713
322067,664,島根県,安来市,35855,17270,18585
322075,887,島根県,江津市,21751,10212,11539
322091,676,島根県,雲南市,35085,17011,18074
323438,1152,島根県,仁多郡奥出雲町,11339,5452,5887
323861,1482,島根県,飯石郡飯南町,4482,2136,2346
324418,1565,島根県,邑智郡川本町,3034,1436,1598
324485,1502,島根県,邑智郡美郷町,4134,1991,2143
324493,1218,島根県,邑智郡邑南町,9734,4682,5052
325015,1349,島根県,鹿足郡津和野町,6583,3095,3488
325058,1412,島根県,鹿足郡吉賀町,5717,2749,2968
325252,1636,島根県,隠岐郡海士町,2214,1060,1154
325261,1607,島根県,隠岐郡西ノ島町,2548,1285,1263
325279,1727,島根県,隠岐郡知夫村,592,301,291
325287,1094,島根県,隠岐郡隠岐の島町,13347,6549,6798
331007,22,岡山県,岡山市,698671,336136,362535
332020,40,岡山県,倉敷市,475914,231926,243988
332038,291,岡山県,津山市,96314,46369,49945
332046,483,岡山県,玉野市,54946,26784,28162
332054,575,岡山県,笠岡市,44773,21630,23143
332071,651,岡山県,井原市,37396,17965,19431
332089,398,岡山県,総社市,69731,33890,35841
332097,805,岡山県,高梁市,26861,13067,13794
332101,808,岡山県,新見市,26657,12711,13946
332119,734,岡山県,備前市,31411,15163,16248
332127,659,岡山県,瀬戸内市,36484,17657,18827
332135,597,岡山県,赤磐市,42973,20678,22295
332143,609,岡山県,真庭市,41685,20022,21663
332151,831,岡山県,美作市,25524,12352,13172
332160,700,岡山県,浅口市,32987,15990,16997
333468,1100,岡山県,和気郡和気町,13151,6347,6804
334235,1116,岡山県,都窪郡早島町,12764,6151,6613
334456,1163,岡山県,浅口郡里庄町,11007,5314,5693
334618,1096,岡山県,小田郡矢掛町,13273,6408,6865
335860,1714,岡山県,真庭郡新庄村,832,396,436
336068,1130,岡山県,苫田郡鏡野町,12265,5940,6325
336220,1177,岡山県,勝田郡勝央町,10833,5227,5606
336238,1411,岡山県,勝田郡奈義町,5735,2876,2859
336432,1686,岡山県,英田郡西粟倉村,1340,636,704
336637,1485,岡山県,久米郡久米南町,4406,2095,2311
336661,1112,岡山県,久米郡美咲町,12845,6151,6694
336815,1190,岡山県,加賀郡吉備中央町,10347,4998,5349
341002,10,広島県,広島市,1178773,570210,608563
342025,131,広島県,呉市,205349,99383,105966
342033,869,広島県,竹原市,23064,11033,12031
342041,314,広島県,三原市,88128,42468,45660
342050,214,広島県,尾道市,128324,62429,65895
342076,43,広島県,福山市,458192,223621,234571
342084,665,広島県,府中市,35847,17314,18533
342092,538,広島県,三次市,48768,23505,25263
342106,721,広島県,庄原市,32005,15305,16700
342114,827,広島県,大竹市,25741,12605,13136
342122,137,広島県,東広島市,190516,95972,94544
342131,236,広島県,廿日市市,116025,55884,60141
342149,809,広島県,安芸高田市,26611,12871,13740
342157,906,広島県,江田島市,20996,10382,10614
343021,503,広島県,安芸郡府中町,52642,25826,26816
343048,741,広島県,安芸郡海田町,30840,15300,15540
343072,860,広島県,安芸郡熊野町,23542,11382,12160
343099,1120,広島県,安芸郡坂町,12680,6097,6583
343684,1417,広島県,山県郡安芸太田町,5550,2588,2962
343692,982,広島県,山県郡北広島町,17164,8445,8719
344311,1334,広島県,豊田郡大崎上島町,6908,3472,3436
344621,1044,広島県,世羅郡世羅町,14841,7085,7756
345458,1282,広島県,神石郡神石高原町,8034,3872,4162
352012,107,山口県,下関市,247000,115221,131779
352021,169,山口県,宇部市,158497,75792,82705
352039,142,山口県,山口市,187494,89598,97896
352047,601,山口県,萩市,42709,19847,22862
352063,246,山口県,防府市,113888,55551,58337
352071,472,山口県,下松市,56866,28014,28852
352080,217,山口県,岩国市,126812,60517,66295
352101,535,山口県,光市,48854,23367,25487
352110,740,山口県,長門市,30920,14352,16568
352128,761,山口県,柳井市,29683,13870,15813
352136,897,山口県,美祢市,21476,10160,11316
352152,205,山口県,周南市,136179,66299,69880
352161,452,山口県,山陽小野田市,59459,28396,31063
353051,1079,山口県,大島郡周防大島町,13897,6478,7419
353213,1406,山口県,玖珂郡和木町,5842,2879,2963
353418,1629,山口県,熊毛郡上関町,2269,1073,1196
353434,1060,山口県,熊毛郡田布施町,14340,6878,7462
353442,1174,山口県,熊毛郡平生町,10896,5182,5714
355020,1566,山口県,阿武郡阿武町,3028,1367,1661
362018,108,徳島県,徳島市,246967,117602,129365
362026,495,徳島県,鳴門市,54033,25917,28116
362034,672,徳島県,小松島市,35393,17229,18164
362042,400,徳島県,阿南市,68969,33542,35427
362051,641,徳島県,吉野川市,38265,18124,20141
362069,681,徳島県,阿波市,34773,16738,18035
362077,806,徳島県,美馬市,26762,12868,13894
362085,872,徳島県,三好市,22861,10867,11994
363014,1463,徳島県,勝浦郡勝浦町,4694,2273,2421
363022,1682,徳島県,勝浦郡上勝町,1402,658,744
363219,1641,徳島県,名東郡佐那河内村,2141,1037,1104
363413,839,徳島県,名西郡石井町,24868,11836,13032
363421,1459,徳島県,名西郡神山町,4777,2288,2489
363685,1313,徳島県,那賀郡那賀町,7278,3483,3795
363839,1532,徳島県,海部郡牟岐町,3575,1680,1895
363871,1402,徳島県,海部郡美波町,5917,2789,3128
363880,1264,徳島県,海部郡海陽町,8402,3995,4407
364011,1052,徳島県,板野郡松茂町,14566,7274,7292
364029,858,徳島県,板野郡北島町,23680,11535,12145
364037,671,徳島県,板野郡藍住町,35413,17082,18331
364045,1107,徳島県,板野郡板野町,12947,6233,6714
364053,1154,徳島県,板野郡上板町,11302,5455,5847
364681,1295,徳島県,美馬郡つるぎ町,7622,3599,4023
364894,1092,徳島県,三好郡東みよし町,13405,6453,6952
372013,49,香川県,高松市,419739,202820,216919
372021,257,香川県,丸亀市,111196,54421,56775
372030,515,香川県,坂出市,50349,24344,26005
372048,753,香川県,善通寺市,30338,15144,15194
372056,468,香川県,観音寺市,57071,27518,29553
372064,572,香川県,さぬき市,45108,21753,23355
372072,789,香川県,東かがわ市,27900,13294,14606
372081,437,香川県,三豊市,61407,29647,31760
373222,1118,香川県,小豆郡土庄町,12740,6041,6699
373249,1095,香川県,小豆郡小豆島町,13337,6412,6925
373419,802,香川県,木田郡三木町,27096,13109,13987
373648,1572,香川県,香川郡直島町,2945,1522,1423
373869,951,香川県,綾歌郡宇多津町,18455,9028,9427
373877,867,香川県,綾歌郡綾川町,23189,11356,11833
374032,1267,香川県,仲多度郡琴平町,8294,3884,4410
374041,883,香川県,仲多度郡多度津町,22071,11180,10891
374067,975,香川県,仲多度郡まんのう町,17350,8421,8929
382019,35,愛媛県,松山市,500231,234881,265350
382027,181,愛媛県,今治市,149730,71432,78298
382035,405,愛媛県,宇和島市,68585,32321,36264
382043,744,愛媛県,八幡浜市,30739,14471,16268
382051,244,愛媛県,新居浜市,114070,55058,59012
382060,272,愛媛県,西条市,104474,50737,53737
382078,625,愛媛県,大洲市,39867,19135,20732
382108,670,愛媛県,伊予市,35518,16821,18697
382132,336,愛媛県,四国中央市,82202,40363,41839
382141,683,愛媛県,西予市,34538,16425,18113
382159,695,愛媛県,東温市,33153,15688,17465
383562,1378,愛媛県,越智郡上島町,6180,3245,2935
383864,1318,愛媛県,上浮穴郡久万高原町,7145,3443,3702
384011,752,愛媛県,伊予郡松前町,30412,14341,16071
384020,912,愛媛県,伊予郡砥部町,20375,9655,10720
384224,1038,愛媛県,喜多郡内子町,15081,7255,7826
384429,1279,愛媛県,西宇和郡伊方町,8062,3903,4159
384844,1531,愛媛県,北宇和郡松野町,3580,1703,1877
384887,1229,愛媛県,北宇和郡鬼北町,9318,4357,4961
385069,934,愛媛県,南宇和郡愛南町,19038,9021,10017
392014,77,高知県,高知市,316410,148019,168391
392022,1143,高知県,室戸市,11671,5652,6019
392031,1010,高知県,安芸市,15900,7566,8334
392049,566,高知県,南国市,46133,22031,24102
392057,821,高知県,土佐市,25975,12632,13343
392065,921,高知県,須崎市,19829,9805,10024
392081,940,高知県,宿毛市,18869,8852,10017
392090,1135,高知県,土佐清水市,11950,5670,6280
392103,723,高知県,四万十市,31936,15166,16770
392111,703,高知県,香南市,32902,15991,16911
392120,838,高知県,香美市,25000,11933,13067
393011,1643,高知県,安芸郡東洋町,2118,1024,1094
393029,1576,高知県,安芸郡奈半利町,2922,1368,1554
393037,1613,高知県,安芸郡田野町,2472,1170,1302
393045,1624,高知県,安芸郡安田町,2345,1161,1184
393053,1698,高知県,安芸郡北川村,1203,587,616
393061,1717,高知県,安芸郡馬路村,799,382,417
393070,1533,高知県,安芸郡芸西村,3573,1704,1869
393410,1555,高知県,長岡郡本山町,3206,1519,1687
393444,1560,高知県,長岡郡大豊町,3095,1440,1655
393631,1539,高知県,土佐郡土佐町,3522,1723,1799
393649,1736,高知県,土佐郡大川村,355,177,178
393860,904,高知県,吾川郡いの町,21183,10138,11045
393878,1469,高知県,吾川郡仁淀川町,4655,2258,2397
394017,1397,高知県,高岡郡中土佐町,5941,2794,3147
394025,1134,高知県,高岡郡佐川町,12013,5661,6352
394033,1445,高知県,高岡郡越知町,4939,2325,2614
394050,1556,高知県,高岡郡檮原町,3175,1538,1637
394106,1456,高知県,高岡郡日高村,4807,2279,2528
394114,1428,高知県,高岡郡津野町,5326,2518,2808
394122,1025,高知県,高岡郡四万十町,15398,7400,7998
394246,1483,高知県,幡多郡大月町,4477,2204,2273
394271,1679,高知県,幡多郡三原村,1415,693,722
394289,1202,高知県,幡多郡黒潮町,10109,4828,5281
401005,13,福岡県,北九州市,921241,437435,483806
401307,5,福岡県,福岡市,1593919,755213,838706
402028,265,福岡県,大牟田市,106597,49619,56978
402036,84,福岡県,久留米市,301517,143179,158338
402044,480,福岡県,直方市,55164,26141,29023
402052,219,福岡県,飯塚市,124962,59649,65313
402061,570,福岡県,田川市,45389,21109,24280
402079,432,福岡県,柳川市,62365,29625,32740
402109,447,福岡県,八女市,60103,28568,31535
402117,529,福岡県,筑後市,49238,23769,25469
402125,727,福岡県,大川市,31692,15054,16638
402133,383,福岡県,行橋市,72612,35192,37420
402141,856,福岡県,豊前市,23853,11289,12564
402150,632,福岡県,中間市,39458,18574,20884
402168,449,福岡県,小郡市,59615,28274,31341
402176,266,福岡県,筑紫野市,106569,50990,55579
402184,252,福岡県,春日市,112241,54214,58027
402192,274,福岡県,大野城市,103116,49739,53377
402206,289,福岡県,宗像市,97065,46429,50636
402214,390,福岡県,太宰府市,71557,34291,37266
402231,453,福岡県,古賀市,59225,28448,30777
402249,403,福岡県,福津市,68793,32584,36209
402257,792,福岡県,うきは市,27774,13219,14555
402265,812,福岡県,宮若市,26526,12873,13653
402273,677,福岡県,嘉麻市,34929,16366,18563
402281,514,福岡県,朝倉市,50571,23992,26579
402290,679,福岡県,みやま市,34910,16347,18563
402303,273,福岡県,糸島市,103833,49922,53911
402311,522,福岡県,那珂川市,49663,24001,25662
403415,655,福岡県,糟屋郡宇美町,36999,18160,18839
403423,736,福岡県,糟屋郡篠栗町,31156,15126,16030
403431,563,福岡県,糟屋郡志免町,46572,22522,24050
403440,767,福岡県,糟屋郡須惠町,29300,14344,14956
403458,693,福岡県,糟屋郡新宮町,33251,16053,17198
403482,1228,福岡県,糟屋郡久山町,9330,4449,4881
403491,537,福岡県,糟屋郡粕屋町,48777,24150,24627
403814,1108,福岡県,遠賀郡芦屋町,12942,6284,6658
403822,795,福岡県,遠賀郡水巻町,27651,13064,14587
403831,732,福岡県,遠賀郡岡垣町,31552,14998,16554
403849,936,福岡県,遠賀郡遠賀町,18999,9031,9968
404012,1323,福岡県,鞍手郡小竹町,7030,3405,3625
404021,1041,福岡県,鞍手郡鞍手町,14998,7132,7866
404217,1111,福岡県,嘉穂郡桂川町,12873,6107,6766
404471,750,福岡県,朝倉郡筑前町,30441,14698,15743
404489,1655,福岡県,朝倉郡東峰村,1841,871,970
405035,1007,福岡県,三井郡大刀洗町,16084,7748,8336
405221,1086,福岡県,三潴郡大木町,13709,6560,7149
405442,929,福岡県,八女郡広川町,19273,9374,9899
406015,1197,福岡県,田川郡香春町,10166,4762,5404
406023,1258,福岡県,田川郡添田町,8512,4027,4485
406040,1262,福岡県,田川郡糸田町,8448,3986,4462
406058,1032,福岡県,田川郡川崎町,15218,7161,8057
406082,1441,福岡県,田川郡大任町,5062,2318,2744
406091,1578,福岡県,田川郡赤村,2890,1350,1540
406104,902,福岡県,田川郡福智町,21201,10149,11052
406210,647,福岡県,京都郡苅田町,37824,19588,18236
406252,960,福岡県,京都郡みやこ町,18049,8612,9437
406422,1347,福岡県,築上郡吉富町,6607,3165,3442
406465,1314,福岡県,築上郡上毛町,7261,3466,3795
406473,987,福岡県,築上郡築上町,16866,8267,8599
412015,120,佐賀県,佐賀市,228042,107811,120231
412023,239,佐賀県,唐津市,115475,54472,61003
412031,370,佐賀県,鳥栖市,74492,36155,38337
412040,961,佐賀県,多久市,17988,8604,9384
412058,506,佐賀県,伊万里市,52279,25524,26755
412066,549,佐賀県,武雄市,47472,22648,24824
412074,796,佐賀県,鹿島市,27596,13053,14543
412082,581,佐賀県,小城市,44259,21181,23078
412091,841,佐賀県,嬉野市,24760,11665,13095
412104,751,佐賀県,神埼市,30438,14724,15714
413275,1003,佐賀県,神埼郡吉野ヶ里町,16188,7901,8287
413411,971,佐賀県,三養基郡基山町,17575,8339,9236
413453,1215,佐賀県,三養基郡上峰町,9818,4741,5077
413461,825,佐賀県,三養基郡みやき町,25759,12392,13367
413879,1444,佐賀県,東松浦郡玄海町,4966,2537,2429
414018,941,佐賀県,西松浦郡有田町,18840,8847,9993
414239,1387,佐賀県,杵島郡大町町,6044,2813,3231
414247,1223,佐賀県,杵島郡江北町,9593,4565,5028
414255,899,佐賀県,杵島郡白石町,21398,10153,11245
414417,1276,佐賀県,藤津郡太良町,8069,3882,4187
422011,56,長崎県,長崎市,395843,183274,212569
422029,113,長崎県,佐世保市,236906,112389,124517
422037,602,長崎県,島原市,42641,19887,22754
422045,207,長崎県,諫早市,133938,63995,69943
422053,286,長崎県,大村市,98658,47356,51302
422070,775,長崎県,平戸市,28537,13559,14978
422088,907,長崎県,松浦市,20983,10135,10848
422096,791,長崎県,対馬市,27821,13797,14024
422100,849,長崎県,壱岐市,24360,11701,12659
