コード,ランキング,都道府県,市区町村,人口,男,女
204137,1702,長野県,下伊那郡天龍村,"1,088",512,576
204145,1676,長野県,下伊那郡泰阜村,"1,479",691,788
204153,1396,長野県,下伊那郡喬木村,"5,972","2,947","3,025"
204161,1350,長野県,下伊那郡豊丘村,"6,570","3,273","3,297"
204170,1711,長野県,下伊那郡大鹿村,887,432,455
204226,1508,長野県,木曽郡上松町,"4,001","1,965","2,036"
204234,1523,長野県,木曽郡南木曽町,"3,765","1,813","1,952"
204251,1605,長野県,木曽郡木祖村,"2,579","1,206","1,373"
204293,1723,長野県,木曽郡王滝村,657,308,349
204307,1547,長野県,木曽郡大桑村,"3,322","1,617","1,705"
204323,1209,長野県,木曽郡木曽町,"10,031","4,829","5,202"
204463,1614,長野県,東筑摩郡麻績村,"2,471","1,203","1,268"
204480,1663,長野県,東筑摩郡生坂村,"1,650",828,822
204501,1256,長野県,東筑摩郡山形村,"8,526","4,216","4,310"
204510,1488,長野県,東筑摩郡朝日村,"4,317","2,123","2,194"
204528,1506,長野県,東筑摩郡筑北村,"4,044","2,017","2,027"
204811,1232,長野県,北安曇郡池田町,"9,239","4,468","4,771"
204820,1224,長野県,北安曇郡松川村,"9,586","4,649","4,937"
204854,1234,長野県,北安曇郡白馬村,"9,159","4,653","4,506"
204862,1596,長野県,北安曇郡小谷村,"2,726","1,410","1,316"
205214,1070,長野県,埴科郡坂城町,"14,132","7,031","7,101"
205419,1164,長野県,上高井郡小布施町,"10,993","5,282","5,711"
205435,1353,長野県,上高井郡高山村,"6,525","3,258","3,267"
205613,1151,長野県,下高井郡山ノ内町,"11,398","5,569","5,829"
205621,1487,長野県,下高井郡木島平村,"4,364","2,151","2,213"
205630,1537,長野県,下高井郡野沢温泉村,"3,524","1,714","1,810"
205834,1294,長野県,上水内郡信濃町,"7,698","3,824","3,874"
205885,1631,長野県,上水内郡小川村,"2,263","1,120","1,143"
205907,1189,長野県,上水内郡飯綱町,"10,364","5,090","5,274"
206024,1668,長野県,下水内郡栄村,"1,591",754,837
212016,54,岐阜県,岐阜市,"400,937","191,526","209,411"
212024,170,岐阜県,大垣市,"158,049","77,247","80,802"
212032,330,岐阜県,高山市,"83,281","39,814","43,467"
212041,268,岐阜県,多治見市,"106,181","51,705","54,476"
212059,323,岐阜県,関市,"84,825","41,599","43,226"
212067,369,岐阜県,中津川市,"74,532","36,633","37,899"
212075,928,岐阜県,美濃市,"19,279","9,311","9,968"
212083,667,岐阜県,瑞浪市,"35,731","17,450","18,281"
212091,413,岐阜県,羽島市,"66,775","32,939","33,836"
212105,557,岐阜県,恵那市,"46,868","22,878","23,990"
212113,467,岐阜県,美濃加茂市,"57,540","28,553","28,987"
212121,482,岐阜県,土岐市,"54,990","26,756","28,234"
212130,188,岐阜県,各務原市,"144,940","71,661","73,279"
212148,279,岐阜県,可児市,"100,207","49,603","50,604"
212156,835,岐阜県,山県市,"25,233","12,322","12,911"
212164,478,岐阜県,瑞穂市,"56,329","28,096","28,233"
212172,882,岐阜県,飛騨市,"22,106","10,719","11,387"
212181,698,岐阜県,本巣市,"33,109","16,176","16,933"
212199,637,岐阜県,郡上市,"38,450","18,839","19,611"
212202,763,岐阜県,下呂市,"29,495","14,104","15,391"
212211,715,岐阜県,海津市,"32,084","15,905","16,179"
213021,817,岐阜県,羽島郡岐南町,"26,227","13,068","13,159"
213039,885,岐阜県,羽島郡笠松町,"21,816","10,517","11,299"
213411,813,岐阜県,養老郡養老町,"26,397","13,059","13,338"
213616,819,岐阜県,不破郡垂井町,"26,058","12,890","13,168"
213624,1371,岐阜県,不破郡関ケ原町,"6,287","3,046","3,241"
213811,952,岐阜県,安八郡神戸町,"18,409","8,984","9,425"
213829,1231,岐阜県,安八郡輪之内町,"9,267","4,640","4,627"
213837,1056,岐阜県,安八郡安八町,"14,465","7,155","7,310"
214019,933,岐阜県,揖斐郡揖斐川町,"19,062","9,239","9,823"
214035,886,岐阜県,揖斐郡大野町,"21,798","10,760","11,038"
214043,873,岐阜県,揖斐郡池田町,"22,714","11,194","11,520"
214213,945,岐阜県,本巣郡北方町,"18,697","8,938","9,759"
215015,1268,岐阜県,加茂郡坂祝町,"8,213","4,270","3,943"
215023,1405,岐阜県,加茂郡富加町,"5,847","2,880","2,967"
215031,1214,岐阜県,加茂郡川辺町,"9,843","4,858","4,985"
215040,1550,岐阜県,加茂郡七宗町,"3,290","1,547","1,743"
215058,1203,岐阜県,加茂郡八百津町,"10,092","4,898","5,194"
215066,1317,岐阜県,加茂郡白川町,"7,194","3,383","3,811"
215074,1646,岐阜県,加茂郡東白川村,"2,072",980,"1,092"
215210,969,岐阜県,可児郡御嵩町,"17,682","8,864","8,818"
216046,1675,岐阜県,大野郡白川村,"1,491",736,755
221007,25,静岡県,静岡市,"677,736","330,038","347,698"
221309,16,静岡県,浜松市,"788,985","393,379","395,606"
222038,141,静岡県,沼津市,"187,826","92,706","95,120"
222054,686,静岡県,熱海市,"33,934","15,425","18,509"
222062,269,静岡県,三島市,"106,176","51,923","54,253"
222071,215,静岡県,富士宮市,"128,169","63,613","64,556"
222089,419,静岡県,伊東市,"65,433","31,027","34,406"
222097,295,静岡県,島田市,"95,698","46,907","48,791"
222101,105,静岡県,富士市,"247,887","122,996","124,891"
222119,162,静岡県,磐田市,"166,684","84,310","82,374"
222127,204,静岡県,焼津市,"136,343","67,293","69,050"
222135,240,静岡県,掛川市,"115,419","58,147","57,272"
222143,197,静岡県,藤枝市,"140,979","68,953","72,026"
222151,325,静岡県,御殿場市,"84,240","43,038","41,202"
222160,313,静岡県,袋井市,"88,429","44,959","43,470"
222194,924,静岡県,下田市,"19,710","9,550","10,160"
222208,530,静岡県,裾野市,"49,225","24,777","24,448"
222216,462,静岡県,湖西市,"58,079","29,923","28,156"
222224,780,静岡県,伊豆市,"28,271","13,617","14,654"
222232,754,静岡県,御前崎市,"30,288","15,411","14,877"
222241,548,静岡県,菊川市,"47,541","24,060","23,481"
222259,561,静岡県,伊豆の国市,"46,664","22,589","24,075"
222267,596,静岡県,牧之原市,"43,067","21,406","21,661"
223018,1153,静岡県,賀茂郡東伊豆町,"11,305","5,451","5,854"
223026,1351,静岡県,賀茂郡河津町,"6,552","3,171","3,381"
223042,1300,静岡県,賀茂郡南伊豆町,"7,505","3,622","3,883"
223051,1408,静岡県,賀茂郡松崎町,"5,824","2,757","3,067"
223069,1337,静岡県,賀茂郡西伊豆町,"6,842","3,266","3,576"
223255,657,静岡県,田方郡函南町,"36,650","18,022","18,628"
223417,724,静岡県,駿東郡清水町,"31,823","15,519","16,304"
223425,591,静岡県,駿東郡長泉町,"43,528","21,466","22,062"
223441,977,静岡県,駿東郡小山町,"17,263","8,774","8,489"
224243,769,静岡県,榛原郡吉田町,"29,255","14,660","14,595"
224294,1403,静岡県,榛原郡川根本町,"5,907","2,881","3,026"
224618,980,静岡県,周智郡森町,"17,232","8,630","8,602"
231002,3,愛知県,名古屋市,"2,297,745","1,134,172","1,163,573"
232017,62,愛知県,豊橋市,"368,686","184,910","183,776"
232025,58,愛知県,岡崎市,"383,915","194,601","189,314"
232033,61,愛知県,一宮市,"378,496","184,763","193,733"
232041,216,愛知県,瀬戸市,"127,411","62,714","64,697"
232050,230,愛知県,半田市,"117,207","59,265","57,942"
232068,81,愛知県,春日井市,"307,473","152,474","154,999"
232076,145,愛知県,豊川市,"186,376","92,995","93,381"
232084,446,愛知県,津島市,"60,129","29,654","30,475"
232092,384,愛知県,碧南市,"72,534","37,264","35,270"
232106,177,愛知県,刈谷市,"152,948","79,945","73,003"
232114,50,愛知県,豊田市,"416,383","216,647","199,736"
232122,139,愛知県,安城市,"188,418","96,402","92,016"
232131,158,愛知県,西尾市,"170,258","86,313","83,945"
232149,349,愛知県,蒲郡市,"78,140","38,587","39,553"
232157,386,愛知県,犬山市,"72,005","35,729","36,276"
232165,458,愛知県,常滑市,"58,621","29,041","29,580"
232173,285,愛知県,江南市,"98,729","48,450","50,279"
232190,182,愛知県,小牧市,"149,715","75,545","74,170"
232203,208,愛知県,稲沢市,"133,592","66,167","67,425"
232211,595,愛知県,新城市,"43,122","21,522","21,600"
232220,247,愛知県,東海市,"113,354","58,956","54,398"
232238,302,愛知県,大府市,"93,016","47,264","45,752"
232246,329,愛知県,知多市,"83,610","42,137","41,473"
232254,385,愛知県,知立市,"72,214","38,020","34,194"
232262,328,愛知県,尾張旭市,"83,947","41,084","42,863"
232271,528,愛知県,高浜市,"49,249","25,740","23,509"
232289,546,愛知県,岩倉市,"47,839","23,910","23,929"
232297,408,愛知県,豊明市,"68,038","34,533","33,505"
232301,298,愛知県,日進市,"94,033","46,789","47,244"
232319,455,愛知県,田原市,"58,855","29,936","28,919"
232327,441,愛知県,愛西市,"61,128","29,928","31,200"
232335,401,愛知県,清須市,"68,891","34,628","34,263"
232343,319,愛知県,北名古屋市,"86,168","43,128","43,040"
232351,588,愛知県,弥富市,"43,722","21,918","21,804"
232360,436,愛知県,みよし市,"61,427","31,468","29,959"
232378,311,愛知県,あま市,"88,756","44,122","44,634"
232386,443,愛知県,長久手市,"61,113","30,254","30,859"
233021,585,愛知県,愛知郡東郷町,"43,973","22,099","21,874"
233421,1009,愛知県,西春日井郡豊山町,"15,917","8,168","7,749"
233617,851,愛知県,丹羽郡大口町,"24,212","12,269","11,943"
233625,675,愛知県,丹羽郡扶桑町,"35,104","17,473","17,631"
234249,691,愛知県,海部郡大治町,"33,567","17,012","16,555"
234257,654,愛知県,海部郡蟹江町,"37,098","18,394","18,704"
234273,1462,愛知県,海部郡飛島村,"4,711","2,413","2,298"
234419,779,愛知県,知多郡阿久比町,"28,318","14,033","14,285"
234427,516,愛知県,知多郡東浦町,"50,204","25,165","25,039"
234451,1008,愛知県,知多郡南知多町,"16,017","7,879","8,138"
234460,908,愛知県,知多郡美浜町,"20,903","10,346","10,557"
234478,593,愛知県,知多郡武豊町,"43,374","21,887","21,487"
235016,604,愛知県,額田郡幸田町,"42,296","21,501","20,795"
235610,1498,愛知県,北設楽郡設楽町,"4,188","2,029","2,159"
235628,1590,愛知県,北設楽郡東栄町,"2,774","1,353","1,421"
235636,1708,愛知県,北設楽郡豊根村,963,469,494
242012,91,三重県,津市,"271,000","131,854","139,146"
242021,80,三重県,四日市市,"307,825","154,683","153,142"
242039,224,三重県,伊勢市,"120,306","57,066","63,240"
242047,172,三重県,松阪市,"157,316","75,751","81,565"
242055,202,三重県,桑名市,"138,963","68,825","70,138"
242071,135,三重県,鈴鹿市,"195,589","97,759","97,830"
242080,366,三重県,名張市,"75,248","36,257","38,991"
242098,1011,三重県,尾鷲市,"15,877","7,331","8,546"
242101,527,三重県,亀山市,"49,313","25,024","24,289"
242110,988,三重県,鳥羽市,"16,842","7,975","8,867"
242128,1029,三重県,熊野市,"15,299","7,074","8,225"
242144,576,三重県,いなべ市,"44,697","23,005","21,692"
242152,571,三重県,志摩市,"45,114","21,044","24,070"
242161,320,三重県,伊賀市,"85,989","42,329","43,660"
243035,1398,三重県,桑名郡木曽岬町,"5,939","3,082","2,857"
243248,823,三重県,員弁郡東員町,"25,838","12,726","13,112"
243418,616,三重県,三重郡菰野町,"41,056","20,380","20,676"
243434,1160,三重県,三重郡朝日町,"11,065","5,503","5,562"
243442,1018,三重県,三重郡川越町,"15,643","8,061","7,582"
244414,1082,三重県,多気郡多気町,"13,817","6,645","7,172"
244422,871,三重県,多気郡明和町,"22,867","10,998","11,869"
244431,1263,三重県,多気郡大台町,"8,411","3,989","4,422"
244619,1037,三重県,度会郡玉城町,"15,107","7,301","7,806"
244708,1293,三重県,度会郡度会町,"7,708","3,745","3,963"
244716,1304,三重県,度会郡大紀町,"7,395","3,521","3,874"
244724,1169,三重県,度会郡南伊勢町,"10,926","5,105","5,821"
245437,1071,三重県,北牟婁郡紀北町,"14,131","6,647","7,484"
245615,1287,三重県,南牟婁郡御浜町,"7,938","3,735","4,203"
245623,1192,三重県,南牟婁郡紀宝町,"10,308","4,846","5,462"
252018,71,滋賀県,大津市,"343,916","165,604","178,312"
252026,258,滋賀県,彦根市,"111,118","55,480","55,638"
252034,245,滋賀県,長浜市,"113,940","55,753","58,187"
252042,338,滋賀県,近江八幡市,"81,875","40,249","41,626"
252069,199,滋賀県,草津市,"139,939","70,230","69,709"
252077,321,滋賀県,守山市,"85,856","42,268","43,588"
252085,395,滋賀県,栗東市,"70,469","35,083","35,386"
252093,312,滋賀県,甲賀市,"88,493","44,456","44,037"
252107,512,滋賀県,野洲市,"50,711","25,427","25,284"
252115,490,滋賀県,湖南市,"54,382","28,278","26,104"
252123,568,滋賀県,高島市,"45,783","22,393","23,390"
252131,254,滋賀県,東近江市,"112,064","56,055","56,009"
252140,652,滋賀県,米原市,"37,375","18,226","19,149"
253839,909,滋賀県,蒲生郡日野町,"20,861","10,521","10,340"
253847,1150,滋賀県,蒲生郡竜王町,"11,433","5,904","5,529"
254258,903,滋賀県,愛知郡愛荘町,"21,194","10,631","10,563"
254410,1316,滋賀県,犬上郡豊郷町,"7,196","3,542","3,654"
254428,1355,滋賀県,犬上郡甲良町,"6,511","3,162","3,349"
254436,1303,滋賀県,犬上郡多賀町,"7,418","3,617","3,801"
261009,8,京都府,京都市,"1,379,529","652,979","726,550"
262013,365,京都府,福知山市,"75,385","37,445","37,940"
262021,353,京都府,舞鶴市,"76,732","38,155","38,577"
262030,733,京都府,綾部市,"31,526","15,160","16,366"
262048,151,京都府,宇治市,"180,943","87,119","93,824"
262056,1000,京都府,宮津市,"16,325","7,743","8,582"
262064,316,京都府,亀岡市,"86,765","42,215","44,550"
262072,373,京都府,城陽市,"74,031","35,653","38,378"
262081,475,京都府,向日市,"56,571","27,145","29,426"
262099,334,京都府,長岡京市,"82,308","39,841","42,467"
262102,399,京都府,八幡市,"69,219","33,647","35,572"
262111,387,京都府,京田辺市,"71,865","35,085","36,780"
262129,510,京都府,京丹後市,"51,031","24,541","26,490"
262137,756,京都府,南丹市,"30,123","14,634","15,489"
262145,341,京都府,木津川市,"79,828","38,490","41,338"
263036,992,京都府,乙訓郡大山崎町,"16,651","8,029","8,622"
263222,1026,京都府,久世郡久御山町,"15,387","7,658","7,729"
263435,1326,京都府,綴喜郡井手町,"6,989","3,420","3,569"
263443,1247,京都府,綴喜郡宇治田原町,"8,829","4,460","4,369"
263648,1701,京都府,相楽郡笠置町,"1,116",537,579
263656,1540,京都府,相楽郡和束町,"3,499","1,660","1,839"
263664,658,京都府,相楽郡精華町,"36,543","17,561","18,982"
263672,1618,京都府,相楽郡南山城村,"2,447","1,163","1,284"
264075,1117,京都府,船井郡京丹波町,"12,742","6,095","6,647"
264636,1653,京都府,与謝郡伊根町,"1,914",938,976
264652,922,京都府,与謝郡与謝野町,"19,777","9,492","10,285"
271004,2,大阪府,大阪市,"2,757,642","1,335,043","1,422,599"
271403,15,大阪府,堺市,"817,041","391,137","425,904"
272027,140,大阪府,岸和田市,"188,002","90,127","97,875"
272035,52,大阪府,豊中市,"406,836","193,056","213,780"
272043,276,大阪府,池田市,"102,969","48,999","53,970"
272051,60,大阪府,吹田市,"382,681","182,436","200,245"
272060,380,大阪府,泉大津市,"73,145","34,869","38,276"
272078,70,大阪府,高槻市,"346,972","165,202","181,770"
272086,332,大阪府,貝塚市,"82,500","39,776","42,724"
272094,195,大阪府,守口市,"141,243","68,413","72,830"
272108,57,大阪府,枚方市,"394,221","188,659","205,562"
272116,87,大阪府,茨木市,"285,715","137,608","148,107"
272124,97,大阪府,八尾市,"260,752","124,336","136,416"
272132,284,大阪府,泉佐野市,"99,037","47,490","51,547"
272141,263,大阪府,富田林市,"107,342","50,627","56,715"
272159,121,大阪府,寝屋川市,"225,735","108,703","117,032"
272167,283,大阪府,河内長野市,"99,226","46,702","52,524"
272175,232,大阪府,松原市,"116,669","56,084","60,585"
272183,234,大阪府,大東市,"116,376","56,603","59,773"
272191,149,大阪府,和泉市,"182,841","88,343","94,498"
272205,201,大阪府,箕面市,"139,318","66,691","72,627"
272213,411,大阪府,柏原市,"66,952","32,175","34,777"
272221,261,大阪府,羽曳野市,"108,213","51,433","56,780"
272230,231,大阪府,門真市,"117,139","57,583","59,556"
272248,318,大阪府,摂津市,"86,351","42,604","43,747"
272256,477,大阪府,高石市,"56,481","26,836","29,645"
272264,427,大阪府,藤井寺市,"62,700","29,813","32,887"
272272,39,大阪府,東大阪市,"478,539","232,698","245,841"
272281,456,大阪府,泉南市,"58,789","28,320","30,469"
272299,491,大阪府,四條畷市,"54,355","26,438","27,917"
272302,352,大阪府,交野市,"77,272","37,159","40,113"
272311,463,大阪府,大阪狭山市,"58,031","27,277","30,754"
272329,511,大阪府,阪南市,"50,788","24,207","26,581"
273015,728,大阪府,三島郡島本町,"31,681","14,938","16,743"
273210,957,大阪府,豊能郡豊能町,"18,183","8,659","9,524"
273228,1235,大阪府,豊能郡能勢町,"9,125","4,430","4,695"
273414,993,大阪府,泉北郡忠岡町,"16,573","7,998","8,575"
273619,600,大阪府,泉南郡熊取町,"42,854","20,715","22,139"
273627,1259,大阪府,泉南郡田尻町,"8,493","4,238","4,255"
273660,1055,大阪府,泉南郡岬町,"14,516","6,791","7,725"
273813,1114,大阪府,南河内郡太子町,"12,813","6,278","6,535"
273821,1045,大阪府,南河内郡河南町,"14,815","7,249","7,566"
273830,1458,大阪府,南河内郡千早赤阪村,"4,782","2,249","2,533"
281000,7,兵庫県,神戸市,"1,500,425","710,051","790,374"
282014,33,兵庫県,姫路市,"525,884","255,146","270,738"
282022,44,兵庫県,尼崎市,"458,046","222,279","235,767"
282031,82,兵庫県,明石市,"306,760","147,876","158,884"
282049,38,兵庫県,西宮市,"482,594","227,322","255,272"
282057,613,兵庫県,洲本市,"41,339","19,724","21,615"
282065,296,兵庫県,芦屋市,"94,780","42,768","52,012"
282073,132,兵庫県,伊丹市,"201,383","97,421","103,962"
282081,799,兵庫県,相生市,"27,468","13,290","14,178"
282090,355,兵庫県,豊岡市,"76,574","36,864","39,710"
282103,99,兵庫県,加古川市,"258,691","126,683","132,008"
282120,574,兵庫県,赤穂市,"44,816","21,657","23,159"
282138,643,兵庫県,西脇市,"38,185","18,352","19,833"
282146,119,兵庫県,宝塚市,"228,934","106,052","122,882"
282154,374,兵庫県,三木市,"74,028","35,741","38,287"
282162,315,兵庫県,高砂市,"87,360","42,390","44,970"
282171,175,兵庫県,川西市,"154,071","72,641","81,430"
282189,551,兵庫県,小野市,"47,166","23,121","24,045"
282197,264,兵庫県,三田市,"107,208","51,863","55,345"
282201,608,兵庫県,加西市,"41,944","20,594","21,350"
282219,630,兵庫県,丹波篠山市,"39,647","18,984","20,663"
282227,895,兵庫県,養父市,"21,489","10,315","11,174"
282235,444,兵庫県,丹波市,"60,897","29,399","31,498"
282243,577,兵庫県,南あわじ市,"44,469","21,430","23,039"
282251,781,兵庫県,朝来市,"28,239","13,582","14,657"
282260,607,兵庫県,淡路市,"41,969","20,097","21,872"
282278,682,兵庫県,宍粟市,"34,572","16,599","17,973"
282286,629,兵庫県,加東市,"39,681","19,635","20,046"
282294,378,兵庫県,たつの市,"73,201","35,526","37,675"
283011,771,兵庫県,川辺郡猪名川町,"29,100","13,871","15,229"
283657,938,兵庫県,多可郡多可町,"18,966","9,262","9,704"
283819,746,兵庫県,加古郡稲美町,"30,599","15,070","15,529"
283827,678,兵庫県,加古郡播磨町,"34,916","17,101","17,815"
284424,1173,兵庫県,神崎郡市川町,"10,897","5,315","5,582"
284432,943,兵庫県,神崎郡福崎町,"18,767","9,035","9,732"
284467,1188,兵庫県,神崎郡神河町,"10,391","4,952","5,439"
284645,690,兵庫県,揖保郡太子町,"33,577","16,467","17,110"
284815,1078,兵庫県,赤穂郡上郡町,"13,913","6,798","7,115"
285013,1036,兵庫県,佐用郡佐用町,"15,166","7,306","7,860"
285854,1016,兵庫県,美方郡香美町,"15,657","7,445","8,212"
285862,1101,兵庫県,美方郡新温泉町,"13,094","6,275","6,819"
292010,68,奈良県,奈良市,"349,385","163,203","186,182"
292028,431,奈良県,大和高田市,"62,413","29,346","33,067"
292036,331,奈良県,大和郡山市,"83,255","39,395","43,860"
292044,439,奈良県,天理市,"61,328","29,970","31,358"
292052,225,奈良県,橿原市,"119,250","56,588","62,662"
292061,485,奈良県,桜井市,"54,878","25,976","28,902"
292079,798,奈良県,五條市,"27,477","13,128","14,349"
292087,859,奈良県,御所市,"23,677","11,108","12,569"
292095,229,奈良県,生駒市,"117,332","55,752","61,580"
292109,345,奈良県,香芝市,"78,585","37,535","41,050"
292117,645,奈良県,葛城市,"37,905","18,218","19,687"
292125,800,奈良県,宇陀市,"27,346","13,111","14,235"
293229,1558,奈良県,山辺郡山添村,"3,130","1,500","1,630"
293423,954,奈良県,生駒郡平群町,"18,319","8,641","9,678"
293431,877,奈良県,生駒郡三郷町,"22,479","10,747","11,732"
293440,783,奈良県,生駒郡斑鳩町,"28,134","13,347","14,787"
293458,1321,奈良県,生駒郡安堵町,"7,056","3,342","3,714"
293610,1274,奈良県,磯城郡川西町,"8,094","3,939","4,155"
293628,1356,奈良県,磯城郡三宅町,"6,502","3,101","3,401"
293636,731,奈良県,磯城郡田原本町,"31,570","15,151","16,419"
293857,1688,奈良県,宇陀郡曽爾村,"1,296",596,700
293865,1681,奈良県,宇陀郡御杖村,"1,412",668,744
294012,1377,奈良県,高市郡高取町,"6,187","2,940","3,247"
294021,1437,奈良県,高市郡明日香村,"5,168","2,498","2,670"
294241,900,奈良県,北葛城郡上牧町,"21,367","10,153","11,214"
294250,855,奈良県,北葛城郡王寺町,"23,858","11,285","12,573"
294268,674,奈良県,北葛城郡広陵町,"35,159","16,898","18,261"
294276,990,奈良県,北葛城郡河合町,"16,818","7,831","8,987"
294411,1388,奈良県,吉野郡吉野町,"6,036","2,780","3,256"
294420,1005,奈良県,吉野郡大淀町,"16,147","7,728","8,419"
294438,1475,奈良県,吉野郡下市町,"4,595","2,161","2,434"
294446,1726,奈良県,吉野郡黒滝村,612,296,316
294462,1695,奈良県,吉野郡天川村,"1,231",597,634
294471,1737,奈良県,吉野郡野迫川村,334,165,169
294497,1579,奈良県,吉野郡十津川村,"2,850","1,439","1,411"
294501,1716,奈良県,吉野郡下北山村,811,375,436
294519,1732,奈良県,吉野郡上北山村,440,229,211
294527,1694,奈良県,吉野郡川上村,"1,233",591,642
294535,1672,奈良県,吉野郡東吉野村,"1,538",720,818
302015,66,和歌山県,和歌山市,"356,472","168,812","187,660"
302023,552,和歌山県,海南市,"47,158","22,030","25,128"
302031,451,和歌山県,橋本市,"59,475","28,131","31,344"
302040,828,和歌山県,有田市,"25,721","12,242","13,479"
302058,894,和歌山県,御坊市,"21,540","10,260","11,280"
302066,406,和歌山県,田辺市,"68,448","32,165","36,283"
302074,815,和歌山県,新宮市,"26,333","12,249","14,084"
302082,450,和歌山県,紀の川市,"59,578","28,359","31,219"
302091,494,和歌山県,岩出市,"54,059","26,058","28,001"
303046,1288,和歌山県,海草郡紀美野町,"7,912","3,675","4,237"
303411,1019,和歌山県,伊都郡かつらぎ町,"15,625","7,388","8,237"
303437,1517,和歌山県,伊都郡九度山町,"3,888","1,772","2,116"
303445,1598,和歌山県,伊都郡高野町,"2,676","1,307","1,369"
303615,1167,和歌山県,有田郡湯浅町,"10,944","5,142","5,802"
303623,1352,和歌山県,有田郡広川町,"6,545","3,130","3,415"
303666,833,和歌山県,有田郡有田川町,"25,412","12,051","13,361"
303810,1360,和歌山県,日高郡美浜町,"6,452","3,020","3,432"
303828,1283,和歌山県,日高郡日高町,"7,986","3,840","4,146"
303836,1436,和歌山県,日高郡由良町,"5,183","2,554","2,629"
303909,1290,和歌山県,日高郡印南町,"7,757","3,684","4,073"
303917,1139,和歌山県,日高郡みなべ町,"11,767","5,599","6,168"
303925,1233,和歌山県,日高郡日高川町,"9,202","4,443","4,759"
304018,915,和歌山県,西牟婁郡白浜町,"20,161","9,557","10,604"
304042,1013,和歌山県,西牟婁郡上富田町,"15,720","7,520","8,200"
304069,1529,和歌山県,西牟婁郡すさみ町,"3,607","1,739","1,868"
304212,1083,和歌山県,東牟婁郡那智勝浦町,"13,778","6,454","7,324"
304221,1580,和歌山県,東牟婁郡太地町,"2,844","1,277","1,567"
304247,1622,和歌山県,東牟婁郡古座川町,"2,363","1,106","1,257"
304271,1733,和歌山県,東牟婁郡北山村,394,182,212
304280,1064,和歌山県,東牟婁郡串本町,"14,297","6,768","7,529"
312011,150,鳥取県,鳥取市,"181,203","87,536","93,667"
312029,186,鳥取県,米子市,"145,163","69,283","75,880"
312037,582,鳥取県,倉吉市,"44,212","20,991","23,221"
312045,711,鳥取県,境港市,"32,696","15,760","16,936"
313025,1172,鳥取県,岩美郡岩美町,"10,903","5,282","5,621"
313254,1591,鳥取県,八頭郡若桜町,"2,766","1,331","1,435"
313289,1373,鳥取県,八頭郡智頭町,"6,257","2,907","3,350"
313297,1012,鳥取県,八頭郡八頭町,"15,748","7,561","8,187"
313645,1399,鳥取県,東伯郡三朝町,"5,936","2,870","3,066"
313700,999,鳥取県,東伯郡湯梨浜町,"16,334","7,830","8,504"
313718,1004,鳥取県,東伯郡琴浦町,"16,165","7,674","8,491"
313726,1062,鳥取県,東伯郡北栄町,"14,327","6,900","7,427"
313840,1528,鳥取県,西伯郡日吉津村,"3,620","1,712","1,908"
313866,1040,鳥取県,西伯郡大山町,"15,048","7,269","7,779"
313891,1195,鳥取県,西伯郡南部町,"10,272","4,929","5,343"
313904,1194,鳥取県,西伯郡伯耆町,"10,297","4,939","5,358"
314013,1511,鳥取県,日野郡日南町,"3,998","1,896","2,102"
314021,1594,鳥取県,日野郡日野町,"2,742","1,256","1,486"
314030,1608,鳥取県,日野郡江府町,"2,520","1,172","1,348"
322016,134,島根県,松江市,"196,021","94,300","101,721"
322024,520,島根県,浜田市,"49,678","23,869","25,809"
322032,155,島根県,出雲市,"172,607","83,871","88,736"
322041,589,島根県,益田市,"43,708","20,678","23,030"
322059,714,島根県,大田市,"32,195","15,482","16,713"
322067,664,島根県,安来市,"35,855","17,270","18,585"
322075,887,島根県,江津市,"21,751","10,212","11,539"
322091,676,島根県,雲南市,"35,085","17,011","18,074"
323438,1152,島根県,仁多郡奥出雲町,"11,339","5,452","5,887"
323861,1482,島根県,飯石郡飯南町,"4,482","2,136","2,346"
324418,1565,島根県,邑智郡川本町,"3,034","1,436","1,598"
324485,1502,島根県,邑智郡美郷町,"4,134","1,991","2,143"
324493,1218,島根県,邑智郡邑南町,"9,734","4,682","5,052"
325015,1349,島根県,鹿足郡津和野町,"6,583","3,095","3,488"
325058,1412,島根県,鹿足郡吉賀町,"5,717","2,749","2,968"
325252,1636,島根県,隠岐郡海士町,"2,214","1,060","1,154"
325261,1607,島根県,隠岐郡西ノ島町,"2,548","1,285","1,263"
325279,1727,島根県,隠岐郡知夫村,592,301,291
325287,1094,島根県,隠岐郡隠岐の島町,"13,347","6,549","6,798"
331007,22,岡山県,岡山市,"698,671","336,136","362,535"
332020,40,岡山県,倉敷市,"475,914","231,926","243,988"
332038,291,岡山県,津山市,"96,314","46,369","49,945"
332046,483,岡山県,玉野市,"54,946","26,784","28,162"
332054,575,岡山県,笠岡市,"44,773","21,630","23,143"
332071,651,岡山県,井原市,"37,396","17,965","19,431"
332089,398,岡山県,総社市,"69,731","33,890","35,841"
332097,805,岡山県,高梁市,"26,861","13,067","13,794"
332101,808,岡山県,新見市,"26,657","12,711","13,946"
332119,734,岡山県,備前市,"31,411","15,163","16,248"
332127,659,岡山県,瀬戸内市,"36,484","17,657","18,827"
332135,597,岡山県,赤磐市,"42,973","20,678","22,295"
332143,609,岡山県,真庭市,"41,685","20,022","21,663"
332151,831,岡山県,美作市,"25,524","12,352","13,172"
332160,700,岡山県,浅口市,"32,987","15,990","16,997"
